collection;species_original;genera_harmonised;species_harmonised
Smol-MicheluttiEcuador;Nitzschia spp;Nitzschia;Nitzschia spp
Smol-MicheluttiEcuador;Nitzschia spp;Nitzschia;Nitzschia spp
Smol-MicheluttiEcuador;Nitzschia spp;Nitzschia;Nitzschia spp
Smol-MicheluttiEcuador;Nitzschia tubicola;Nitzschia;Nitzschia tubicola
Smol-MicheluttiEcuador;Orthoseira roseana;Orthoseira;Orthoseira roseana
Smol-MicheluttiEcuador;Pinnularia borealis;Pinnularia;Pinnularia borealis
Smol-MicheluttiEcuador;Pinnularia borealis;Pinnularia;Pinnularia borealis
Smol-MicheluttiEcuador;Pinnularia borealis;Pinnularia;Pinnularia borealis
Smol-MicheluttiEcuador;Pinnularia borealis;Pinnularia;Pinnularia borealis
Smol-MicheluttiEcuador;Pinnularia sp (cf. P. brandelii);Pinnularia;Pinnularia cf brandelii
Smol-MicheluttiEcuador;Pinnularia martinii;Pinnularia;Pinnularia martinii
Smol-MicheluttiEcuador;Pinnularia microstauron;Pinnularia;Pinnularia microstauron
Smol-MicheluttiEcuador;Pinnularia microstauron;Pinnularia;Pinnularia microstauron
Smol-MicheluttiEcuador;Pinnularia pulchra var. angusta;Pinnularia;Pinnularia pulchra var angusta
Smol-MicheluttiEcuador;Pinnularia spp;Pinnularia;Pinnularia spp
Smol-MicheluttiEcuador;Pinnularia spp;Pinnularia;Pinnularia spp
Smol-MicheluttiEcuador;Pinnularia spp;Pinnularia;Pinnularia spp
Smol-MicheluttiEcuador;Pinnularia subgibba;Pinnularia;Pinnularia subgibba
Smol-MicheluttiEcuador;Pinnularia subrostrata;Pinnularia;Pinnularia subrostrata
Smol-MicheluttiEcuador;Pinnularia viridis;Pinnularia;Pinnularia viridis
Smol-MicheluttiEcuador;Pinnularia viridis;Pinnularia;Pinnularia viridis
Smol-MicheluttiEcuador;Achnanthes lanceolata;Planothidium;Planothidium lanceolatum
Smol-MicheluttiEcuador;Achnanthes lanceolata;Planothidium;Planothidium lanceolatum
Smol-MicheluttiEcuador;Achnanthes lanceolata;Planothidium;Planothidium lanceolatum
Smol-MicheluttiEcuador;Achnanthes sp (cf. A. curtissima);Psammothidium;Psammothidium cf curtissimum 
Smol-MicheluttiEcuador;Achnanthes sp (cf. A. curtissima);Psammothidium;Psammothidium cf curtissimum 
Smol-MicheluttiEcuador;Achnanthes sp. (A. cf. curtissima);Psammothidium;Psammothidium cf curtissimum 
Smol-MicheluttiEcuador;Psammothidium cf grischunum;Psammothidium;Psammothidium cf grischunum
Smol-MicheluttiEcuador;Achnanthes chlidanos;Psammothidium;Psammothidium chlidanos
Smol-MicheluttiEcuador;Achnanthes lacus-vulcani;Psammothidium;Psammothidium lacus-vulcani
Smol-MicheluttiEcuador;Achnanthes lacus-vulcani;Psammothidium;Psammothidium lacus-vulcani
Smol-MicheluttiEcuador;Achnanthes lacus-vulcani;Psammothidium;Psammothidium lacus-vulcani
Smol-MicheluttiEcuador;Psammothidium marginulatum;Psammothidium;Psammothidium marginulatum
Smol-MicheluttiEcuador;Psammothidium marginulatum;Psammothidium;Psammothidium marginulatum
Smol-MicheluttiEcuador;Psammothidiumˇmarginulatum;Psammothidium;Psammothidium marginulatum
Smol-MicheluttiEcuador;Achnanthes saccula;Psammothidium;Psammothidium sacculus
Smol-MicheluttiEcuador;Achnanthes saccula;Psammothidium;Psammothidium sacculus
Smol-MicheluttiEcuador;Achnanthes saccula;Psammothidium;Psammothidium sacculus
Smol-MicheluttiEcuador;Achnanthes scotica;Psammothidium;Psammothidium scoticum 
Smol-MicheluttiEcuador;Psammothidium sp.1 NAPALE;Psammothidium;Psammothidium sp.1 NAPALE
Smol-MicheluttiEcuador;Achnanthes subatomoides;Psammothidium;Psammothidium subatomoides
Smol-MicheluttiEcuador;Achnanthes ventralis;Psammothidium;Psammothidium subatomoides
Smol-MicheluttiEcuador;Psammothidium subatomoides;Psammothidium;Psammothidium subatomoides
Smol-MicheluttiEcuador;Pseudostaurosira brevistriata;Pseudostaurosira;Pseudostaurosira brevistriata
Smol-MicheluttiEcuador;Pseudostaurosira brevistriata;Pseudostaurosira;Pseudostaurosira brevistriata
Smol-MicheluttiEcuador;Pseudostaurosira brevistriata;Pseudostaurosira;Pseudostaurosira brevistriata
Smol-MicheluttiEcuador;Pseudostaurosira cf brevistriata var inflata;Pseudostaurosira;Pseudostaurosira cf brevistriata var inflata
Smol-MicheluttiEcuador;Fragilaria (Pseudostaurosira) parasitica;Pseudostaurosira;Pseudostaurosira parasitica 
Smol-MicheluttiEcuador;Fragilaria parasitica;Pseudostaurosira;Pseudostaurosira parasitica 
Smol-MicheluttiEcuador;Pseudostaurosira parasitica;Pseudostaurosira;Pseudostaurosira parasitica 
Smol-MicheluttiEcuador;Synedra parasitica;Pseudostaurosira;Pseudostaurosira parasitica 
Smol-MicheluttiEcuador;Synedra parasitica;Pseudostaurosira;Pseudostaurosira parasitica 
Smol-MicheluttiEcuador;Pseudostaurosira pseudoconstruens;Pseudostaurosira;Pseudostaurosira pseudoconstruens
Smol-MicheluttiEcuador;Pseudostaurosira pseudoconstruens;Pseudostaurosira;Pseudostaurosira pseudoconstruens
Smol-MicheluttiEcuador;Pseudostaurosira pseudoconstruens;Pseudostaurosira;Pseudostaurosira pseudoconstruens
Smol-MicheluttiEcuador;Cymbella sinuata;Reimeria;Reimeria sinuata
Smol-MicheluttiEcuador;Cymbella sinuata;Reimeria;Reimeria sinuata
Smol-MicheluttiEcuador;Rhopaloidea gibba;Rhopalodia;Rhopalodia gibba
Smol-MicheluttiEcuador;Achnanthes petersenii;Rossithidium;Rossithidium petersenii 
Smol-MicheluttiEcuador;Achnanthes petersenii;Rossithidium;Rossithidium petersenii 
Smol-MicheluttiEcuador;Achnanthes pusilla;Rossithidium;Rossithidium pusillum
Smol-MicheluttiEcuador;Navicula disjuncta;Sellaphora;Sellaphora disjuntca
Smol-MicheluttiEcuador;Sellaphora laevissima;Sellaphora;Sellaphora laevissima
Smol-MicheluttiEcuador;Sellaphora laevissima;Sellaphora;Sellaphora laevissima
Smol-MicheluttiEcuador;Navicula laticeps;Sellaphora;Sellaphora laticeps
Smol-MicheluttiEcuador;Sellaphora pupula;Sellaphora;Sellaphora pupula
Smol-MicheluttiEcuador;Sellaphora pupula;Sellaphora;Sellaphora pupula
Smol-MicheluttiEcuador;Sellaphora pupula;Sellaphora;Sellaphora pupula
Smol-MicheluttiEcuador;Sellaphora pupula;Sellaphora;Sellaphora pupula
Smol-MicheluttiEcuador;Navicula pupula var. aqueductae;Sellaphora;Sellaphora pupula var aqueductae
Smol-MicheluttiEcuador;Sellaphora rectangularis;Sellaphora;Sellaphora rectangularis
Smol-MicheluttiEcuador;Navicula seminulum;Sellaphora;Sellaphora seminulum
Smol-MicheluttiEcuador;Navicula seminulum;Sellaphora;Sellaphora seminulum
Smol-MicheluttiEcuador;Navicula vitabunda;Sellaphora;Sellaphora vitabunda
Smol-MicheluttiEcuador;Stauroneis anceps;Stauroneis;Stauroneis anceps
Smol-MicheluttiEcuador;Stauroneis anceps;Stauroneis;Stauroneis anceps
Smol-MicheluttiEcuador;Stauroneis anceps var constricta;Stauroneis;Stauroneis anceps var constricta
Smol-MicheluttiEcuador;Stauroneis jarensis;Stauroneis;Stauroneis jarensis
Smol-MicheluttiEcuador;Staurosira construens;Staurosira;Staurosira construens
Smol-MicheluttiEcuador;Staurosira construens;Staurosira;Staurosira construens
Smol-MicheluttiEcuador;Staurosira construens;Staurosira;Staurosira construens
Smol-MicheluttiEcuador;Staurosira venter;Staurosira;Staurosira construens var venter
Smol-MicheluttiEcuador;Staurosira venter;Staurosira;Staurosira construens var venter
Smol-MicheluttiEcuador;Staurosira venter;Staurosira;Staurosira construens var venter
Smol-MicheluttiEcuador;Staurosira sp.1 NAPALE;Staurosira;Staurosira sp.1 NAPALE
Smol-MicheluttiEcuador;Fragilaria leptostauron;Staurosirella;Staurosirella leptostauron 
Smol-MicheluttiEcuador;Fragilaria leptostauron;Staurosirella;Staurosirella leptostauron 
Smol-MicheluttiEcuador;Fragilaria leptostauron;Staurosirella;Staurosirella leptostauron 
Smol-MicheluttiEcuador;Staurosirella pinnata;Staurosirella;Staurosirella pinnata 
Smol-MicheluttiEcuador;Staurosirella pinnata;Staurosirella;Staurosirella pinnata 
Smol-MicheluttiEcuador;Staurosirella pinnata;Staurosirella;Staurosirella pinnata 
Smol-MicheluttiEcuador;Surirella linearis;Surirella;Surirella linearis 
Smol-MicheluttiEcuador;Surirella spp;Surirella;Surirella spp
Smol-MicheluttiEcuador;Surirella spp;Surirella;Surirella spp
Smol-MicheluttiEcuador;Surirella spp;Surirella;Surirella spp
Smol-MicheluttiEcuador;Tabellaria fenestrata;Tabellaria;Tabellaria fenestrata 
Smol-MicheluttiEcuador;Tabellaria floculosa;Tabellaria;Tabellaria flocculosa
Smol-MicheluttiEcuador;Tabellaria flocculosa (strain IV);Tabellaria;Tabellaria flocculosa (strain IV)
Smol-MicheluttiEcuador;Tabellaria flocculosa (strain IV);Tabellaria;Tabellaria flocculosa (strain IV)
Smol-MicheluttiEcuador;Tabellaria flocculosa (strain IV);Tabellaria;Tabellaria flocculosa (strain IV)
Smol-MicheluttiEcuador;Tabellaria ventricosa;Tabellaria;Tabellaria ventricosa
Smol-MicheluttiEcuador;Fragilaria ulna;Ulnaria;Ulnaria ulna
Smol-MicheluttiEcuador;Synedra ulna;Ulnaria;Ulnaria ulna
Smol-MicheluttiEcuador;Synedra ulna;Ulnaria;Ulnaria ulna
Smol-MicheluttiEcuador;Synedra ulna;Ulnaria;Ulnaria ulna
Smol-MicheluttiEcuador;Ulnaria ulna;Ulnaria;Ulnaria ulna
Smol-MicheluttiEcuador;Unknown;Unknown;Unknown
Smol-MicheluttiEcuador;Unknown;Unknown;Unknown
Smol-MicheluttiEcuador;Unknown;Unknown;Unknown
Sorata-WesternAndes;Achnanthidium exiguum var. heterovalvum (Krasske) Czarnecki;Achnanthidium;Achnanthidium exiguum var heterovalvum
Sorata-WesternAndes;Achnanthidium minutissimum (KÅtzing) Czarnecki;Achnanthidium;Achnanthidium minutissimum
Sorata-WesternAndes;Achnanthes minutissima var. jackii (Rabenhorst) Lange-Bertalot;Achnanthidium;Achnanthidium minutissimum var jackii
Sorata-WesternAndes;Achnanthidium modestiforme (Lange-Bertalot) Van de Vijver;Achnanthidium;Achnanthidium modestiforme
Sorata-WesternAndes;Achnanthidium rivulare Potapova et Ponader;Achnanthidium;Achnanthidium rivulare
Sorata-WesternAndes;Adlafia bryophila (Petersen) Lange-Bertalot;Adlafia;Adlafia bryophila
Sorata-WesternAndes;Adlafia minuscula (Grunow) Lange-Bertalot;Adlafia;Adlafia minuscula
Sorata-WesternAndes;Adlafia sp. 2 SORATA;Adlafia;Adlafia sp. 2 SORATA
Sorata-WesternAndes;Adlafia suchlandtii (Hustedt) Lange-Bertalot;Adlafia;Adlafia suchlandtii
Sorata-WesternAndes;Amphora carvajaliana Patrick;Amphora;Amphora carvajaliana
Sorata-WesternAndes;Amphora montana Krasske;Amphora;Amphora montana
Sorata-WesternAndes;Amphora pediculus (KÅtzing) Grunow;Amphora;Amphora pediculus
Sorata-WesternAndes;Aulacoseira ambigua (Grunow) Simonsen;Aulacoseira;Aulacoseira ambigua
Sorata-WesternAndes;Aulacoseira granulata (Ehrenberg) Simonsen;Aulacoseira;Aulacoseira granulata
Sorata-WesternAndes;Brachysira brebissonii Ross;Brachysira;Brachysira brebissonii
Sorata-WesternAndes;Brachysira lehmanniae Lange-Bertalot et Moser;Brachysira;Brachysira lehmanniae
Sorata-WesternAndes;Brachysira neoexilis Lange-Bertalot;Brachysira;Brachysira neoexilis
Sorata-WesternAndes;Brachysira serians (BrÇbisson) Round et Mann;Brachysira;Brachysira serians
Sorata-WesternAndes;Caloneis hendeyi Lange-Bertalot;Caloneis;Caloneis hendeyi
Sorata-WesternAndes;Caloneis molaris (Grunow) Krammer;Caloneis;Caloneis molaris
Sorata-WesternAndes;Caloneis sp. 1 SORATA;Caloneis;Caloneis sp. 1 SORATA
Sorata-WesternAndes;Caloneis sp. 2 SORATA;Caloneis;Caloneis sp. 2 SORATA
Sorata-WesternAndes;Cavinula protractolapidosa Metzeltin, Lange-Bertalot et Garcia-;Cavinula;Cavinula protractolapidosa
Sorata-WesternAndes;Cavinula pseudoscutiformis (Hustedt) Mann et Stickle;Cavinula;Cavinula pseudoscutiformis
Sorata-WesternAndes;Chamaepinnularia evanida (Hustedt) Lange-Bertalot;Chamaepinnularia;Chamaepinnularia evanida
Sorata-WesternAndes;Chamaepinnularia soehrensis var. hassiaca;Chamaepinnularia;Chamaepinnularia soehrensis var hassiaca
Sorata-WesternAndes;Chamaepinnularia soehrensis var. muscicola;Chamaepinnularia;Chamaepinnularia soehrensis var muscicola
Sorata-WesternAndes;Cocconeis placentula var. euglypta (Ehrenberg) Grunow;Cocconeis;Cocconeis placentula var euglypta
Sorata-WesternAndes;Cocconeis placentula var. lineata (Ehrenberg) Van Heurck;Cocconeis;Cocconeis placentula var lineata
Sorata-WesternAndes;Craticula cf. molestiformis (Hustedt) Mayama;Craticula;Craticula cf molestiformis
Sorata-WesternAndes;Craticula halophilioides (Hustedt) Lange-Bertalot;Craticula;Craticula halophilioides
Sorata-WesternAndes;Cymbella excisa KÅtzing;Cymbella;Cymbella excisa
Sorata-WesternAndes;Cymbella peraspera Krammer;Cymbella;Cymbella peraspera
Sorata-WesternAndes;Cymbella tumida (BrÇbisson ex KÅtzing) Van Heurck;Cymbella;Cymbella tumida
Sorata-WesternAndes;Cymbopleura  inca;Cymbopleura;Cymbopleura inca
Sorata-WesternAndes;Diatoma mesodon KÅtzing;Diatoma;Diatoma mesodon
Sorata-WesternAndes;Diatoma moniliformis KÅtzing;Diatoma;Diatoma moniliformis
Sorata-WesternAndes;Diploneis kahlii Lange-Bertalot et Rumrich;Diploneis;Diploneis kahlii
Sorata-WesternAndes;Encyonema brevicapitatum Krammer;Encyonema;Encyonema brevicapitatum
Sorata-WesternAndes;Encyonema cf. brevicapitatum Krammer;Encyonema;Encyonema cf brevicapitatum
Sorata-WesternAndes;Encyonema jemtlandicum var. venezolanum Krammer;Encyonema;Encyonema jemtlandicum var venezolanum
Sorata-WesternAndes;Encyonema lange-bertalotii Krammer;Encyonema;Encyonema lange-bertalotii
Sorata-WesternAndes;Encyonema minutiforme Krammer;Encyonema;Encyonema minutiforme
Sorata-WesternAndes;Encyonema minutum (Hilse) Mann;Encyonema;Encyonema minutum
Sorata-WesternAndes;Encyonema neogracile Krammer;Encyonema;Encyonema neogracile
Sorata-WesternAndes;Encyonema schneideri Krammer;Encyonema;Encyonema schneideri
Sorata-WesternAndes;Encyonema silesiacum (Bleisch) Mann;Encyonema;Encyonema silesiacum
Sorata-WesternAndes;Encyonema sp. 1 SORATA;Encyonema;Encyonema sp. 1 SORATA
Sorata-WesternAndes;Encyonema sp. 1 COROICO;Encyonema;Encyonema sp.1 COROICO
Sorata-WesternAndes;Encyonema subminutum Krammer et Lange-Bertalot;Encyonema;Encyonema subminutum
Sorata-WesternAndes;Encyonopsis cf. cesatii (Rabenhorst) Krammer;Encyonopsis;Encyonopsis cf cesatii
Sorata-WesternAndes;Encyonopsis cf. krammeri Reichardt;Encyonopsis;Encyonopsis cf krammeri
Sorata-WesternAndes;Encyonopsis cf. krammerioides Lange-Bertalot et Rumrich;Encyonopsis;Encyonopsis cf krammerioides
Sorata-WesternAndes;Encyonopsis cf. minuta Krammer et Reichardt;Encyonopsis;Encyonopsis cf minuta
Sorata-WesternAndes;Encyonopsis cf. subminuta Krammer et Reichardt;Encyonopsis;Encyonopsis cf subminuta
Sorata-WesternAndes;Encyonopsis microcephala (Grunow) Krammer;Encyonopsis;Encyonopsis microcephala
Sorata-WesternAndes;Encyonopsis sp. 1 SORATA;Encyonopsis;Encyonopsis sp. 1 SORATA
Sorata-WesternAndes;Eolimna cf. minima (Grunow) Lange-Bertalot;Eolimna;Eolimna minima
Sorata-WesternAndes;Eolimna minima (Grunow) Lange-Bertalot;Eolimna;Eolimna minima
Sorata-WesternAndes;Eolimna sp. 1 SORATA;Eolimna;Eolimna sp. 1 SORATA
Sorata-WesternAndes;Eolimna  subminuscula  (Manguin)  Moser,  Lange-Bertalot;Eolimna;Eolimna subminuscula
Sorata-WesternAndes;Epithemia adnata (KÅtzing) BrÇbisson;Epithemia;Epithemia adnata
Sorata-WesternAndes;Eucocconeis flexella (KÅtzing) Brun;Eucocconeis;Eucocconeis  flexella 
Sorata-WesternAndes;Eucocconeis quadratarea (ùstrup) Lange-Bertalot;Eucocconeis;Eucocconeis quadratarea
Sorata-WesternAndes;Eunotia boreoalpina Lange-Bertalot et Nîrpel-Schempp;Eunotia;Eunotia boreoalpina
Sorata-WesternAndes;Eunotia muscicola var. tridentula Nîrpel et Lange-Bertalot;Eunotia;Eunotia muscicola var tridentula
Sorata-WesternAndes;Eunotia paludosa Grunow;Eunotia;Eunotia paludosa
Sorata-WesternAndes;Eunotia tecta Krasske;Eunotia;Eunotia tecta
Sorata-WesternAndes;Eunotia tenella (Grunow) Hustedt;Eunotia;Eunotia tenella
Sorata-WesternAndes;Fragilaria capucina var. gracilis (ùstrup) Hustedt;Fragilaria;Fragilaria capucina var gracilis
Sorata-WesternAndes;Fragilaria sp. 1 SORATA;Fragilaria;Fragilaria sp. 1 SORATA
Sorata-WesternAndes;Fragilaria sp. 2 SORATA;Fragilaria;Fragilaria sp. 2 SORATA
Sorata-WesternAndes;Fragilaria vaucheriae (KÅtzing) Petersen;Fragilaria;Fragilaria vaucheriae
Sorata-WesternAndes;Frankophila similioides Lange-Bertalot et Rumrich;Frankophila;Frankophila similioides
Sorata-WesternAndes;Frustulia crassinervia (BrÇbisson) Lange-Bertalot et Krammer;Frustulia;Frustulia crassinervia
Sorata-WesternAndes;Frustulia sp. 1 SORATA;Frustulia;Frustulia sp. 1 SORATA
Sorata-WesternAndes;Frustulia vulgaris (Thwaites) DeToni;Frustulia;Frustulia vulgaris
Sorata-WesternAndes;Geissleria ignota (Krasske) Lange-Bertalot et Metzeltin;Geissleria;Geissleria ignota
Sorata-WesternAndes;Gomphonema cf. angustatum (KÅtzing) Rabenhorst;Gomphonema;Gomphonema cf angustatum
Sorata-WesternAndes;Gomphonema cf. lagenula KÅtzing;Gomphonema;Gomphonema cf lagenula
Sorata-WesternAndes;Gomphonema cf. micropus KÅtzing;Gomphonema;Gomphonema cf micropus
Sorata-WesternAndes;Gomphonema cf. parvulum (KÅtzing) KÅtzing;Gomphonema;Gomphonema cf parvulum
Sorata-WesternAndes;Gomphonema cf. punae Lange-Bertalot et Rumrich;Gomphonema;Gomphonema cf punae
Sorata-WesternAndes;Gomphonema coronatum Ehrenberg;Gomphonema;Gomphonema coronatum
Sorata-WesternAndes;Gomphonema exilissimum;Gomphonema;Gomphonema exilissimum
Sorata-WesternAndes;Gomphonema lagenula KÅtzing;Gomphonema;Gomphonema lagenula
Sorata-WesternAndes;Gomphonema micropus KÅtzing;Gomphonema;Gomphonema micropus
Sorata-WesternAndes;Gomphonema olivaceoides Hustedt;Gomphonema;Gomphonema olivaceoides
Sorata-WesternAndes;Gomphonema parvulius;Gomphonema;Gomphonema parvulius
Sorata-WesternAndes;Gomphonema parvulum (KÅtzing) KÅtzing;Gomphonema;Gomphonema parvulum
Sorata-WesternAndes;Gomphonema pumilum var. elegans Reichardt et Lange-Bertalot;Gomphonema;Gomphonema pumilum var elegans
Sorata-WesternAndes;Gomphonema pumilum var. elegans fo. biseriatum Morales et Vis;Gomphonema;Gomphonema pumilum var elegans fo biseriatum
Sorata-WesternAndes;Gomphonema punae Lange-Bertalot et Rumrich;Gomphonema;Gomphonema punae
Sorata-WesternAndes;Gomphonema sp. 1 SORATA;Gomphonema;Gomphonema sp. 1 SORATA
Sorata-WesternAndes;Gomphonema sp. 2 SORATA;Gomphonema;Gomphonema sp. 2 SORATA
Sorata-WesternAndes;Gomphonema sp. 3 SORATA;Gomphonema;Gomphonema sp. 3 SORATA
Sorata-WesternAndes;Gomphonema sp. 4 SORATA;Gomphonema;Gomphonema sp. 4 SORATA
Sorata-WesternAndes;Gomphonema sp. 5 SORATA;Gomphonema;Gomphonema sp. 5 SORATA
Sorata-WesternAndes;Gomphonema subclavatum (Grunow) Grunow;Gomphonema;Gomphonema subclavatum
Sorata-WesternAndes;Gomphonema pumilum var. rigidum fo. biseriatum Morales et Vis;Gomphonema;Gomphonema var rigidum fo biseriatum
Sorata-WesternAndes;Hannea arcus (Ehrenberg) Patrick;Hannea;Hannaea arcus
Sorata-WesternAndes;Hantzschia abundans Lange-Bertalot;Hantzschia;Hantzschia abundans
Sorata-WesternAndes;Hantzschia amphioxys (Ehrenberg) Grunow;Hantzschia;Hantzschia amphioxys
Sorata-WesternAndes;Kobayasiella cf. parasubtilissima (Kobayasi et Nagumo) Lange-;Kobayasiella;Kobayasiella cf parasubtilissima
Sorata-WesternAndes;Mayamaea atomus (KÅtzing) Lange-Bertalot;Mayamaea;Mayamaea atomus
Sorata-WesternAndes;Mayamaea atomus var. permitis (Hustedt) Lange-Bertalot;Mayamaea;Mayamaea atomus var permitis
Sorata-WesternAndes;Mayamaea cf. atomus var. alcimonica (Reichardt) Reichardt;Mayamaea;Mayamaea cf atomus bar alcimonica
Sorata-WesternAndes;Melosira varians Agardh;Melosira;Melosira varians
Sorata-WesternAndes;Microcostatus sp. 1 SORATA;Microcostatus;Microcostatus sp. 1 SORATA
Sorata-WesternAndes;Navicula angusta Grunow;Navicula;Navicula angusta
Sorata-WesternAndes;Navicula capitatoradiata Germain;Navicula;Navicula capitatoradiata
Sorata-WesternAndes;Navicula caterva Hohn et Hellermann;Navicula;Navicula caterva
Sorata-WesternAndes;Navicula cf. lundii Reichardt;Navicula;Navicula cf lundii
Sorata-WesternAndes;Navicula cryptocephala KÅtzing;Navicula;Navicula cryptocephala
Sorata-WesternAndes;Navicula cryptotenella Lange-Bertalot;Navicula;Navicula cryptotenella
Sorata-WesternAndes;Navicula gregaria Donkin;Navicula;Navicula gregaria
Sorata-WesternAndes;Navicula lanceolata (Agardh) KÅtzing;Navicula;Navicula lanceolata
Sorata-WesternAndes;Navicula libonensis Schoeman;Navicula;Navicula libonensis
Sorata-WesternAndes;Navicula longicephala var. vilaplanii Lange-Bertalot et Sabater;Navicula;Navicula longicephala var vilaplanii
Sorata-WesternAndes;Navicula rechardtiana Lange-Bertalot;Navicula;Navicula reichardtiana 
Sorata-WesternAndes;Navicula rhynchocephala KÅtzing;Navicula ;Navicula rhynchocephela
Sorata-WesternAndes;Navicula rostellata KÅtzing;Navicula;Navicula rostellata
Sorata-WesternAndes;Navicula schroeteri var. escambia Patrick;Navicula;Navicula schroeteri var escambia
Sorata-WesternAndes;Navicula sp. 1 SORATA;Navicula;Navicula sp. 1 SORATA
Sorata-WesternAndes;Navicula sp. 2 SORATA;Navicula;Navicula sp. 2 SORATA
Sorata-WesternAndes;Navicula sp. 3 SORATA;Navicula;Navicula sp. 3 SORATA
Sorata-WesternAndes;Navicula sp. 4 SORATA;Navicula;Navicula sp. 4 SORATA
Sorata-WesternAndes;Navicula symmetrica Patrick;Navicula;Navicula symmetrica
Sorata-WesternAndes;Navicula tripunctata (MÅller) Bory;Navicula;Navicula tripunctata
Sorata-WesternAndes;Navicula trivialis Lange-Bertalot;Navicula;Navicula trivialis
Sorata-WesternAndes;Navicula cf. veneta KÅtzing;Navicula;Navicula veneta
Sorata-WesternAndes;Neidium longiceps (Gregory) Ross;Neidium;Neidium longiceps
Sorata-WesternAndes;Nitzschia acidoclinata Lange-Bertalot;Nitzschia;Nitzschia acidoclinata
Sorata-WesternAndes;Nitzschia archibaldii Lange-Bertalot;Nitzschia;Nitzschia archibaldii
Sorata-WesternAndes;Nitzschia biacrula Hohn et Hellerman;Nitzschia;Nitzschia biacrula
