Code;R;H;N;O;S;T;M;Taxon;Author(s);Synonyms (numbers between [] refer to different interpretations in taxainfo.nl);References for identification
NWKO;5;5;-;-;-;5;-;Navicula witkowskii;H. Lange-Bertalot, R. Iserentant et D. Metzeltin in A. Witkowski, H. Lange-Bertalot et K. Stachura 1998;;"134; 152"
NCPU;4;4;-;-;-;-;3;Navicymbula pusilla;(A. Grunow in A. Schmidt et al.) K. Krammer 2003;Cymbella pusilla;"117; 152"
NORI;4;2;2;2;2;5;3;Navigiolum ricula;(M.H.Hohn & Hellerman) C.E.Wetzel &L.  Ector;Achnanthes ricula;"118; 311"
NDBF;3;2;1;1;1;-;-;Neidiomorpha binodiformis;(K. Krammer in K. Krammer et H. Lange-Bertalot) M. Cantonati, H. Lange-Bertalot et N. Angeli 2010;"Neidium binodiforme; Neidium binodis [2]";"118; 119; 152"
NDMB;4;3;1;1;1;4;3;Neidiomorpha binodis;(C.G. Ehrenberg) M. Cantonati, H. Lange-Bertalot et N. Angeli 2010;Neidium binodis [1];"118; 152"
NEAF;3;2;1;1;1;4;1;Neidium affine;(C.G. Ehrenberg) E.H.H. Pfitzer 1871;Neidium affine var. amphirhynchus;"118; 152"
NALP;2;1;1;1;1;1;3;Neidium alpinum;F. Hustedt 1943;;"118; 152"
NEAQ;1;1;1;1;1;1;3;Neidium alpinum var. quadripunctatum;(F. Hustedt) P.B. Hamilton in P.B. Hamilton M. Poulin et M.C. Taylor 1990;;"63; 118; 246"
NEAM;3;2;-;-;-;2;3;Neidium ampliatum;(C.G. Ehrenberg) K. Krammer in K. Krammer et H. Lange-Bertalot 1985;Neidium iridis var. ampliata;"118; 119; 152"
NBIS;3;1;1;1;1;1;3;Neidium bisulcatum;(N.G.W. Lagerstedt) P.T. Cleve 1894;;"118; 152"
NBSA;-;1;-;-;-;-;3;Neidium bisulcatum var. subampliatum;K. Krammer 1985;;"118; 152"
NDCA;2;1;1;1;1;1;-;Neidium carteri;K. Krammer in K. Krammer et H. Lange-Bertalot 1985;Neidium hercynicum [2];"118; 119"
NDSS;1;1;1;1;1;1;1;Neidium densestriatum;(E.V. Østrup) K. Krammer in K. Krammer et H. Lange-Bertalot 1985;Caloneis ladogensis var. densestriata;"118; 119"
NEDU;3;2;1;1;2;4;1;Neidium dubium;(C.G. Ehrenberg) P.T. Cleve 1894;;"118; 152"
NEHC;2;2;1;1;1;1;-;Neidium hercynicum;A. Mayer 1915;Neidium affine f. hercynica;118
NIRI;3;2;1;1;2;3;1;Neidium iridis;(C.G. Ehrenberg) P.T. Cleve 1894;Neidium iridis var. amphigomphus;118
NLAD;-;1;1;1;1;1;-;Neidium ladogense;(P.T. Cleve) N. Foged 1952;Caloneis ladogensis;118
NLGI;2;1;1;1;1;1;3;Neidium longiceps;(W. Gregory) R. Ross 1947;Neidium affine var. longiceps;"118; 152; 152"
NOPL;-;2;-;-;-;-;-;Neidium opulentum;F. Hustedt 1939;;118
NEPR;2;1;1;1;1;1;-;Neidium productum;(W. Smith) P.T. Cleve 1894;;118
NEQF;4;2;-;1;2;5;-;Neidium quadrinflatum;E. Reichardt 2018;;229
NBUR;-;6;-;-;-;-;-;Neofragilaria burchardtiae;(A. Witkowski, D. Metzeltin et H. Lange-Bertalot in G. Moser, H. Lange-Bertalot et D. Metzeltin) E.A. Morales Luizaga in E.A. Morales Luizaga, C.E. Wetzel, L. Ector et B. Van de Vijver 2021;Opephora burchardtiae;"196; 326"
NSYP;5;6;-;-;-;-;-;Neosynedra provincialis;(A. Grunow) D.M. Williams et F.E. Round 1986;;326
NZCD;-;2;-;-;-;5;1;Nitzschia acicularioides;F. Hustedt 1959 non R.E.M. Archibald 1966;;118
NAAO;4;2;4;4;3;5;1;Nitzschia acicularis;(F.T. Kützing) W. Smith 1853;;118
NACD;3;1;1;1;2;3;3;Nitzschia acidoclinata;H. Lange-Bertalot 1977;;"118; 152"
NACU;4;2;2;2;2;5;1;Nitzschia acula;(F.T. Kützing) C.A. Hantzsch in G.L. Rabenhorst 1861;;118
NZAD;4;3;3;4;5;6;2;Nitzschia adamata;F. Hustedt 1957;;152
NEQO;5;5;-;-;-;-;-;Nitzschia aequorea;F. Hustedt 1939;;118
NAGW;-;4;-;-;-;-;-;Nitzschia agnewii;B.J. von Cholnoky 1962;;326
NAGN;4;4;-;-;-;-;-;Nitzschia agnita;F. Hustedt 1957;;118
NZAL;3;1;1;1;1;1;-;Nitzschia alpina;F. Hustedt 1943 emend. H. Lange-Bertalot 1980;;"118; 152"
NAPB;3;2;1;1;1;3;-;Nitzschia alpinobacillum;H. Lange-Bertalot 1993;;"129; 152"
NAMP;4;2;3;3;3;5;3;Nitzschia amphibia;A. Grunow 1862;;"118; 152"
NAMH;-;3;-;-;-;-;-;Nitzschia amphibioides;F. Hustedt 1942;;118
NIAG;5;6;-;-;-;-;-;Nitzschia angularis;W. Smith 1853;;326
NAGF;4;2;2;2;3;6;1;Nitzschia angustiforaminata;H. Lange-Bertalot 1980;;"118; 127"
NANI;-;2;-;-;-;-;5;Nitzschia aniae;H. Lange-Bertalot 1993;;129
NIAR;3;2;2;2;2;5;-;Nitzschia archibaldii;H. Lange-Bertalot 1980;;"118; 152"
NIAM;5;6;-;-;-;-;-;Nitzschia aremonica;R.E.M. Archibald 1983;;"9; 326"
NAUR;5;4;3;4;3;5;-;Nitzschia aurariae;B.J. von Cholnoky 1966;Nitzschia alexandrina;"118; 152"
NAUS;-;4;-;-;-;5;-;Nitzschia austriaca;F. Hustedt 1959;;118
NIBF;5;2;-;-;-;-;-;Nitzschia bacilliformis;F. Hustedt 1922;;118
NBCL;4;3;-;-;-;5;3;Nitzschia bacillum;F. Hustedt 1922;;118
NBAV;2;1;1;1;1;3;-;Nitzschia bavarica;F. Hustedt 1953;;"118; 152"
NBEH;-;3;-;-;2;5;1;Nitzschia behrei;F. Hustedt 1959;;118
NBRG;-;4;-;-;-;-;-;Nitzschia bergii;A. Cleve-Euler 1953;;"118; 326"
NBEY;-;2;-;-;-;5;-;Nitzschia beyeri;H. Lange-Bertalot in A. Witkowski, H. Lange-Bertalot, J.P. Kociolek, M. Ruppel, B. Wawrzyniak-Wydrowska, M. Bąk et A. Brzezinska 2004;;327
NBIL;5;5;-;-;-;5;3;Nitzschia bilobata;W. Smith 1853;;"118; 326"
NBLK;4;4;3;3;4;6;-;Nitzschia blankaartensis;L. Denys et H. Lange-Bertalot 1998;;41
NBMS;4;2;-;3;2;-;-;Nitzschia bremensis;F. Hustedt in A.Schmidt et al. 1921;Nitzschia bremensis var. brunsvigensis;"118; 152"
NBRE;3;3;1;3;2;5;3;Nitzschia brevissima;A. Grunow in H.F. van Heurck 1881;;"118; 152"
NIBR;-;1;1;1;1;-;4;Nitzschia bryophila;(F. Hustedt) F. Hustedt 1943;;118
NIBU;4;3;-;-;-;5;-;Nitzschia bulnheimiana;(G.L. Rabenhorst) H.L. Smith 1874-1879;Nitzschia frustulum var. bulnheimiana;"41; 118; 152"
NCLA;4;4;2;2;3;5;3;Nitzschia clausii;C.A. Hantzsch 1860;;"118; 152"
NCOM;4;2;4;3;4;5;4;Nitzschia communis;G.L. Rabenhorst 1860;Nitzschia communis var. abbreviata;"118; 152; 326"
NICO;5;4;-;-;-;-;-;Nitzschia commutata;A. Grunow in P.T. Cleve et A. Grunow 1880;Nitzschia dubia var. dubia [2];"118; 326"
NCMU;5;4;-;-;-;-;-;Nitzschia commutatoides;H. Lange-Bertalot in H. Lange-Bertalot et K. Krammer 1987;;"118; 326"
NYCO;4;2;2;2;2;5;2;Nitzschia costei;L. Tudesque, F. Rimet et L. Ector 2008;;269
NDLP;4;2;1;1;1;4;-;Nitzschia dealpina;H. Lange-Bertalot et Hofmann in H. Lange-Bertalot 1993;;"118; 129; 152"
NDES;4;3;-;-;-;5;3;Nitzschia desertorum;F. Hustedt 1949;;118
NDPP;5;5;-;-;-;-;3;Nitzschia dippelii;A. Grunow 1882;;"118; 326"
NDIS;4;2;2;2;3;4;3;Nitzschia dissipata;(F.T. Kützing) A. Grunow 1862;;"118; 152"
NDOL;4;2;1;1;1;3;-;Nitzschia dissipata ssp. oligotraphenta;H. Lange-Bertalot in H. Lange-Bertalot et D. Metzeltin 1996;;118
NDME;4;2;2;2;3;5;3;Nitzschia dissipata var. media;(C.A. Hantzsch) A. Grunow 1881;;"118; 152"
NDIV;-;3;-;-;-;-;-;Nitzschia diversa;F. Hustedt 1959;;"118; 152"
NDRA;4;2;-;1;2;5;1;Nitzschia draveillensis;M. Coste et M. Ricard 1980;;118
NDUB;3;3;2;2;2;5;2;Nitzschia dubia;W. Smith 1853 (Typus), non W. Smith pro parte;;"118; 152; 326"
NELE;4;4;-;-;-;5;-;Nitzschia elegantula;A. Grunow in H.F. van Heurck 1881;;"10; 118; 326"
NEPM;4;4;-;-;-;-;-;Nitzschia epithemoides;A. Grunow in P.T. Cleve et A. Grunow 1880;;"118; 326"
NEDT;2;2;-;-;-;-;3;Nitzschia epithemoides var. disputata;(J.R. Carter) H. Lange-Bertalot 1987;Nitzschia palustris var. minor;118
NEUT;4;2;-;-;-;-;-;Nitzschia eutinensis;Lange-Bertalot & M.Werum 2015;Nitzschia fonticola var. pelagica;"118; 147"
NFAS;5;4;-;-;-;-;-;Nitzschia fasciculata;(A. Grunow) A. Grunow in H.F. van Heurck 1881;;118
NFIB;4;2;1;1;1;2;-;Nitzschia fibulafissa;H. Lange-Bertalot 1980;;"118; 152"
NFIL;4;4;3;3;3;5;3;Nitzschia filiformis;(W. Smith) H.F. van Heurck 1896;;"118; 152"
NFIC;4;4;3;3;3;5;-;Nitzschia filiformis var. conferta;(P.G. Richter) H. Lange-Bertalot 1987;;118
NFLE;3;2;-;1;2;4;3;Nitzschia flexa;J.H.K. Schumann 1862;;118
NFLX;3;2;-;-;-;-;-;Nitzschia flexoides;L. Geitler 1968;;118
NFON;4;2;3;3;4;5;1;Nitzschia fonticola;(A. Grunow) A. Grunow in H.F. van Heurck 1881;Nitzschia romana;"118; 152; 266"
NFTG;4;5;-;-;-;-;-;Nitzschia fontifuga;B.J. Cholnoky 1962;;118
NIFS;4;2;-;-;2;5;2;Nitzschia fossilis;(A. Grunow) A. Grunow in H.F. van Heurck 1881;;"118; 152"
NIFQ;4;4;3;3;4;6;3;Nitzschia frequens;F. Hustedt 1957;;"118; 152"
NIFR;4;3;4;3;2;5;3;Nitzschia frustulum;(F.T. Kützing) A. Grunow in P.T. Cleve et A. Grunow 1880;Nitzschia frustulum var. perminuta;"118; 152"
NIFT;3;2;-;2;3;5;1;Nitzschia fruticosa;F. Hustedt 1957;"Nitzschia actinastroides; Synedra actinastroides";"118; 152"
NGAN;4;3;3;4;5;6;2;Nitzschia gandersheimiensis;G. Krasske 1927;;118
NGES;5;2;1;1;1;3;-;Nitzschia gessneri;F. Hustedt 1953;;"118; 152"
NIGF;4;2;1;1;2;5;1;Nitzschia graciliformis;H. Lange-Bertalot et R. Simonsen 1978;;118
NIGR;3;2;1;2;2;-;1;Nitzschia gracilis;C.A. Hantzsch 1860;;"118; 152"
NHDT;5;6;-;-;-;-;-;Nitzschia hadriatica;H. Lange-Bertalot in K. Krammer et H. Lange-Bertalot 1997;Nitzschia liebethruthii var. major;"118; 326"
NHAN;3;1;1;1;1;3;4;Nitzschia hantzschiana;G.L. Rabenhorst 1860;"Nitzschia frustulum var. perpusilla; Nitzschia perpusilla [1]";"118; 152"
NHEU;4;2;1;1;2;5;-;Nitzschia heufleriana;A. Grunow 1862;;"118; 152"
NHOM;3;2;1;1;1;3;-;Nitzschia homburgiensis;H. Lange-Bertalot 1978;;"118; 152"
NHMM;5;7;-;-;-;-;-;Nitzschia hummii;F. Hustedt 1955;;244
NHYB;5;4;-;-;-;-;-;Nitzschia hybrida;A. Grunow in P.T. Cleve et A. Grunow 1880;;"118; 326"
NICN;4;4;-;-;-;5;-;Nitzschia incognita;F. Legler et G. Krasske 1940 non G. Krasske 1941;;"118; 326"
NINC;4;3;3;3;3;5;3;Nitzschia inconspicua;A. Grunow 1862;Nitzschia frustulum var. inconspicua;"118; 267"
NZIN;5;7;-;-;-;-;-;Nitzschia insignis;W. Gregory 1857;;326
NINT;3;2;1;1;2;5;1;Nitzschia intermedia;C.A. Hantzsch ex P.T. Cleve et A. Grunow 1880;;"118; 152"
NIRS;-;2;-;-;-;-;-;Nitzschia irresoluta;F. Hustedt 1942;;244
NILA;4;2;1;1;1;3;-;Nitzschia lacuum;H. Lange-Bertalot 1980;;"118; 152"
NLAV;4;4;-;-;-;-;-;Nitzschia laevis;F. Hustedt 1939;;"118; 326"
NZLA;4;4;-;-;-;5;3;Nitzschia lanceolata;W. Smith 1853;;"118; 326"
NLEI;4;3;-;-;-;-;-;Nitzschia leistikowii;H. Lange-Bertalot 1980;;"118; 127"
NLBT;5;4;-;-;-;-;-;Nitzschia liebethruthii;G.L. Rabenhorst 1864 s.str.;"Nitzschia liebetruthii; Nitzschia perpusilla [2]";"118; 152"
NLIN;4;2;2;2;2;4;3;Nitzschia linearis;(C.A. Agardh) W. Smith 1853;;"118; 152"
NLNK;-;6;-;-;-;-;-;Nitzschia linkei;F. Hustedt 1939;;326
NLIO;5;7;-;-;-;-;-;Nitzschia lionella;B.J. Cholnoky 1960;;142
NILG;5;7;-;-;-;-;-;Nitzschia longissima;(L.A. de Brébisson ex F.T. Kützing) J. Ralfs in A. Pritchard 1861;;"71; 326"
NLBA;4;4;-;-;-;-;-;Nitzschia lorenziana;A. Grunow in P.T. Cleve et A. Grunow 1880;Nitzschia lorenziana var. subtilis;"118; 326"
NMCL;-;7;-;-;-;-;-;Nitzschia macilenta;W. Gregory ex R.K. Greville 1859;;"118; 326"
NMIC;4;3;4;3;3;5;1;Nitzschia microcephala;A. Grunow in P.T. Cleve et A. Grunow 1880;;"118; 152"
NIMD;4;2;-;-;-;-;5;Nitzschia modesta;F. Hustedt in I. Brendemühl 1949;;118
NIMO;4;2;-;-;-;1;-;Nitzschia monachorum;H. Lange-Bertalot in H. Lange-Bertalot et K. Krammer 1987;;"118; 142"
NNAN;3;2;1;1;2;3;3;Nitzschia nana;A. Grunow in H.F. van Heurck 1881;Nitzschia ignorata;"118; 152"
NNOR;-;5;-;-;-;-;-;Nitzschia normannii;A. Grunow in H.F. van Heurck 1881;;"118; 326"
NZOB;-;4;-;-;-;-;-;Nitzschia obscura;A. Grunow in P.T. Cleve et A. Grunow 1880;Nitzschia vexans [1];118
NOBT;5;4;-;-;-;-;-;Nitzschia obtusa;W. Smith 1853;;"118; 326"
NOGD;1;1;3;3;3;1;-;Nitzschia oligodystrophila;L. Denys et A. Mertens (manuscript name);;118
NOVA;5;5;3;3;3;5;-;Nitzschia ovalis;G.A.W. Arnott ex A. Grunow in P.T. Cleve et A. Grunow 1880;;118
NPAL;3;2;4;4;5;6;3;Nitzschia palea;(F.T. Kützing) W. Smith 1856;Nitzschia accommodata;"118; 152"
NPMA;3;2;-;-;-;-;-;Nitzschia palea f. major;G.L. Rabenhorst 1864;;118
NPAD;3;1;1;1;1;1;3;Nitzschia palea var. debilis;(F.T. Kützing) A. Grunow in P.T. Cleve et A. Grunow 1880;;118
NPAM;3;2;4;4;5;5;3;Nitzschia palea var. minuta;E. Bleisch 1863;;118
NPAE;4;2;4;3;3;5;2;Nitzschia paleacea;(A. Grunow) A. Grunow in H.F. van Heurck 1881;"Nitzschia admissa; Nitzschia holsatica";"118; 152"
NIPF;1;2;3;3;3;-;3;Nitzschia paleaeformis;F. Hustedt 1950;;"118; 152"
NPLS;2;1;1;1;1;2;4;Nitzschia palustris;F. Hustedt 1934;;118
NZPR;5;5;-;-;-;5;2;Nitzschia pararostrata;(H. Lange-Bertalot) H. Lange-Bertalot in P.M. Tsarenko, H. Lange-Bertalot, V.V. Stupina et S.P. Wasser 2000;Nitzschia compressa var. pararostrata;"118; 326"
NPAR;3;3;1;1;2;5;4;Nitzschia parvula;W. Smith 1853 non F.W. Lewis 1862;;"118; 326"
NIPE;5;5;-;-;-;-;-;Nitzschia pellucida;A. Grunow in P.T. Cleve et A. Grunow 1880;;"118; 326"
NPID;5;4;-;-;-;-;-;Nitzschia perindistincta;B.J. von Cholnoky 1960;;"142; 326"
NIPM;4;2;1;1;1;2;3;Nitzschia perminuta;(A. Grunow) M. Peragallo 1903;Nitzschia minutula;"118; 152"
NPRP;5;5;-;-;-;-;-;Nitzschia perspicua;B.J. von Cholnoky 1960 non H.E. Sovereign 1963;;118
NZPL;5;6;-;-;-;-;-;Nitzschia plana;W. Smith 1853;;"118; 326"
NPVN;4;3;-;-;-;5;1;Nitzschia plioveterana;H. Lange-Bertalot in A. Witkowski, H. Lange-Bertalot et D. Metzeltin 2000;Nitzschia lanceola var. minutula;326
NPRL;-;6;-;-;-;-;-;Nitzschia prolongata;F. Hustedt 1938;;"118; 244; 326"
NPHO;-;6;-;-;-;-;-;Nitzschia prolongata var. hoehnkii;(F. Hustedt) H. Lange-Bertalot in H. Lange-Bertalot et K. Krammer 1987;;"118; 142; 244; 326"
NPSF;3;2;-;-;-;5;4;Nitzschia pseudofonticola;F. Hustedt 1942;;118
NPML;-;3;-;-;-;5;-;Nitzschia pumila;F. Hustedt 1954;;118
NIPR;-;2;-;-;1;-;-;Nitzschia pura;F. Hustedt 1954;;"118; 152"
NIPU;3;2;2;2;2;-;3;Nitzschia pusilla;(F.T. Kützing) A. Grunow 1862 emend. H. Lange-Bertalot 1977;Nitzschia kuetzingiana;"118; 152"
NZRA;-;2;-;-;-;-;-;Nitzschia radicula;F. Hustedt 1942;;"118; 152"
NREC;4;2;2;2;2;-;1;Nitzschia recta;C.A. Hantzsch in G.L. Rabenhorst 1862;;"118; 152"
NRFO;-;1;-;-;-;-;-;Nitzschia rectiformis;F. Hustedt 1943;;118
NRBU;-;3;-;-;-;-;-;Nitzschia rectirobusta;H. Lange-Bertalot in H. Lange-Bertalot et D. Metzeltin 1996;;"118; 138"
NREV;5;4;-;-;-;-;1;Nitzschia reversa;W. Smith 1853;Nitzschia longissima var. reversa;118
NRBL;4;4;-;-;-;5;-;Nitzschia rhombicolancettula;H. Lange-Bertalot et M. Werum 2014;;147
NRST;-;2;-;-;-;-;-;Nitzschia rosenstockii;H. Lange-Bertalot 1980;;118
NZBT;4;4;-;-;5;6;3;Nitzschia saprobionta;Van de Vijver & de Zwart 2023;"Nitzschia capitellata s.l.; Nitzschia palea var. tenuirostris Grunow in Van Heurck 1881";"118; 152; 281"
NISC;4;4;-;-;-;-;-;Nitzschia scalpelliformis;(A. Grunow) A. Grunow in P.T. Cleve et A. Grunow 1880;Nitzschia obtusa var. scalpelliformis;"118; 253; 326"
NSRB;4;3;-;-;-;-;-;Nitzschia semirobusta;H. Lange-Bertalot 1993;Nitzschia amphibioides [2];"129; 244"
NTZS;5;7;-;-;-;-;-;Nitzschia sicula;(F.S. Castracane degli Antelminelli) F. Hustedt 1958;;71
NSIG;4;3;2;3;3;5;2;Nitzschia sigma;(F.T. Kützing) W. Smith 1853;;"118; 152"
NSDI;-;3;-;-;-;-;-;Nitzschia sigma var. diminuta;A. Grunow in H.F. van Heurck 1881;;118
NSII;-;4;-;-;-;-;-;Nitzschia sigma var. intercedens;A. Grunow in O. Schneider 1878;;76
NSSI;-;4;-;-;-;4;-;Nitzschia sigma var. sigmatella;(W. Gregory) A. Grunow in O. Schneider 1878;;118
NSIO;4;2;2;3;2;5;2;Nitzschia sigmoidea;(C.L. Nitzsch) W. Smith 1853;;"118; 152"
NZSI;4;2;-;-;-;-;-;Nitzschia silica;R.E.M. Archibald 1966;;7
NSLQ;4;2;-;-;-;-;-;Nitzschia siliqua;R.E.M. Archibald 1966;;"9; 118"
NSIN;4;2;1;1;2;3;3;Nitzschia sinuata;(G.H.K. Thwaites ex W. Smith) A. Grunow in P.T. Cleve et A. Grunow 1880;;118
NSOC;3;2;2;2;2;5;1;Nitzschia sociabilis;F. Hustedt 1957;Nitzschia subtubicola;"118; 152"
NSOL;4;2;1;1;3;4;4;Nitzschia solgensis;A. Cleve-Euler 1952;"Nitzschia denticula var. delognei; Nitzschia interrupta; Nitzschia sinuata var. delognei";"118; 152; 152"
NISO;4;3;-;-;-;5;-;Nitzschia solita;F. Hustedt 1953;;"118; 152"
NSTS;4;2;2;2;2;5;-;Nitzschia soratensis;E.A. Morales et M.L. Vis 2007;Nitzschia abbreviata [3];267
NZSP;-;2;-;-;-;-;-;Nitzschia speciosa;F. Hustedt 1945;;"118; 244"
NZSK;4;2;-;-;-;-;-;Nitzschia strelnikovae;Lange-Bertalot, Genkal & Vekhov 2005;;"118; 152; 155"
NSUA;4;2;1;1;2;-;2;Nitzschia subacicularis;F. Hustedt in A. Schmidt et al. 1922;;"118; 152"
NISS;-;5;-;-;-;-;-;Nitzschia subcohaerens var. scotica;(A. Grunow in H.F. van Heurck) H.F. van Heurck 1896;;118
NSCM;4;2;-;-;-;-;-;Nitzschia subcommunis;F. Hustedt 1949;;244
NSBL;4;2;-;1;2;4;1;Nitzschia sublinearis;F. Hustedt 1930;;"82; 118; 152"
NISU;2;2;2;1;2;4;3;Nitzschia subtilis;A. Grunow in P.T. Cleve et A. Grunow 1880;Nitzschia linearis var. subtilis;"118; 152"
NSUD;4;2;-;-;-;-;4;Nitzschia suchlandtii;F. Hustedt 1943;;"118; 136; 244"
NZSU;3;2;3;2;3;5;4;Nitzschia supralitorea;H. Lange-Bertalot 1979;;"118; 152"
NTAB;3;3;1;1;2;3;3;Nitzschia tabellaria;(A. Grunow) A. Grunow in P.T. Cleve et A. Grunow 1880;Nitzschia sinuata var. tabellaria;"118; 152"
NZTR;3;2;4;3;3;5;-;Nitzschia tenuirostris;Manguin 1952;Nitzschia palea var. tenuirostris [2];"118; 152; 281"
NITE;3;2;2;1;2;5;2;Nitzschia tenuis;W. Smith 1853;Nitzschia linearis var. tenuis;"118; 152"
NTER;3;2;-;1;-;-;4;Nitzschia terrestris;(J.B. Petersen) F. Hustedt 1934;;118
NTHE;4;4;-;-;-;-;2;Nitzschia thermaloides;F. Hustedt 1955;Nitzschia translucida;"118; 152"
NTUB;4;3;3;4;5;6;2;Nitzschia tubicola;A. Grunow in P.T. Cleve et A. Grunow 1880;;"118; 152"
NUMB;3;2;4;5;5;6;3;Nitzschia umbonata;(C.G. Ehrenberg) H. Lange-Bertalot 1978;Nitzschia stagnorum;"118; 152"
NVLC;5;3;-;-;-;-;-;Nitzschia valdecostata;H. Lange-Bertalot et R. Simonsen 1978;;"118; 136"
NIVA;4;4;2;2;2;5;4;Nitzschia valdestriata;A.A. Aleem et F. Hustedt 1951;;"118; 136; 152; 326"
NVST;-;4;-;-;-;-;-;Nitzschia vasta;F. Hustedt 1939;;"118; 244; 326"
NZVT;5;7;-;-;-;-;-;Nitzschia ventricosa;F. Kitton 1873;;"71; 118; 326"
NVER;4;2;1;1;2;5;2;Nitzschia vermicularis;(F.T. Kützing) C.A. Hantzsch in G.L. Rabenhorst 1859;;"118; 152"
NVMO;4;2;1;1;2;5;2;Nitzschia vermicularoides;H. Lange-Bertalot in U. Rumrich, H. Lange-Bertalot et M. Rumrich 2000;;"145; 152; 234"
NIVI;4;4;-;-;-;5;2;Nitzschia vitrea;G. Norman 1861;;"118; 326"
NVSA;4;4;-;-;-;-;4;Nitzschia vitrea var. salinarum;A. Grunow 1862;;"118; 326"
NWUE;4;3;-;-;-;5;-;Nitzschia wuellerstorffii;H. Lange-Bertalot 1987;;"118; 152"
NUFE;2;1;1;1;1;3;4;Nupela fennica;(F. Hustedt) H. Lange-Bertalot 2004;;"209; 244"
NUIF;3;1;1;1;1;1;-;Nupela impexiformis;(H. Lange-Bertalot) H. Lange-Bertalot 1999;Achnanthes impexiformis;"141; 143; 145"
NJAH;-;2;-;-;-;-;-;Nupela jahniae-reginae;H. Lange-Bertalot et D. Metzeltin in U. Rumrich, H. Lange-Bertalot et M. Rumrich 2000;;"211; 234"
NULA;2;2;1;1;1;1;4;Nupela lapidosa;(G. Krasske) H. Lange-Bertalot 1999;;"141; 152; 209"
NUPN;4;2;3;3;3;4;4;Nupela neglecta;K.L. Ponader, R.L. Lowe et M.G. Potapova in M.G. Potapova, K.C. Ponader, R.L. Lowe, T.A. Clason et L.L. Bahls 2003;;211
NUPY;4;1;2;2;1;3;3;Nupela pennsylvanica ;(R.M.Patrick) Potapova 2011;"Achnanthes austriaca var. parallela; Nupela imperfecta";"118; 209"
NUVI;3;1;1;1;1;3;-;Nupela vitiosa;(H. Schimanski) P. Siver & P.B. Hamilton 2005;Navicula vitiosa;"89; 118; 138; 209"
NUWE;4;2;2;3;4;5;4;Nupela wellneri;(H. Lange-Bertalot) H. Lange-Bertalot in U. Rumrich, H. Lange-Bertalot et M. Rumrich 2000;Navicula wellneri;"142; 211; 234"
OAUR;5;7;-;-;-;-;1;Odontella aurita;(H.C. Lyngbye) C.A. Agardh 1832;"Biddulphia aurita; Biddulphia aurita var. minima; Odontella aurita var. minima";66
ORHO;5;7;-;-;-;-;1;Odontella rhombus;(C.G. Ehrenberg) F.T. Kützing 1849;Biddulphia rhombus;"66; 304"
OROS;5;6;-;-;-;-;-;Odontella rostrata;(F. Hustedt) R. Simonsen 1987;Biddulphia rostrata;326
OSAE;5;5;-;-;-;-;-;Odontella subaequa;F.T. Kützing 1844;;304
OMRN;5;7;-;-;-;-;-;Opephora marina;(W. Gregory) P.C.M. Petit 1888;;"195; 326"
OPAF;5;7;-;-;-;-;4;Opephora pacifica;(A. Grunow) P.C.M. Petit 1888;;"195; 236; 326"
OSCH;5;7;-;-;-;-;-;Opephora schwartzii;(A. Grunow) P. Petit in J. Pelletan 1889;;326
OROE;4;2;1;1;1;-;5;Orthoseira roeseana;(Rabenhorst) Pfitzer 1871;;"83; 118; 152"
OBIN;1;1;1;1;1;1;2;Oxyneis binalis;(C.G. Ehrenberg) F.E. Round in F.E. Round, R.M. Crawford et D.G. Mann 1990;Tabellaria binalis;"118; 233"
OBEL;1;1;1;1;1;1;2;Oxyneis binalis var. elliptica;(R.J. Flower) J.C. Kingston 2000;Tabellaria binalis var. elliptica;"106; 118"
PCMS;3;2;1;1;1;1;1;Pantocsekiella comensis;(A. Grunow in H.F. van Heurck) K.T. Kiss et É. Ács in É. Ács, E. Ari, M. Duleba, M. Dressler, S.I. Genkal, É. Jakó, F. Rimet, L. Ector et K.T. Kiss 2016;Cyclotella comensis;"61; 86; 118"
PCOS;4;3;-;-;2;4;1;Pantocsekiella costei;(J.C. Druart et F. Straub) K.T. Kiss et É. Ács in É. Ács, E. Ari, M. Dubela, M. Dressler, S.I. Genkal, É. Jakó, F. Rimet, L. Ector et K.T. Kiss 2016;"Cyclotella distinguenda var. unipunctata; Lindavia costei; Cyclotella costei; Cyclotella cyclopuncta";"61; 86; 118"
PKTZ;4;1;-;-;-;-;1;Pantocsekiella kuetzingiana;(G.H.K.. Thwaites) K.T. Kiss et É. Ács in É. Ács, E. Ari, M. Duleba, M. Dressler, S.I. Genkal, É. Jakó, F. Rimet, L. Ector et K.T. Kiss 2016;"Cyclotella kuetzingiana; Cyclotella krammeri";"61; 86"
POCL;4;1;1;1;1;4;1;Pantocsekiella ocellata;(J. Pantocsek) K.T. Kiss et É. Ács in É. Ács, E. Ari, M. Duleba, M. Dressler, S.I. Genkal, É. Jakó, F. Rimet, L. Ector et K.T. Kiss 2016;Cyclotella ocellata;"61; 86; 118"
PPCS;4;2;-;-;-;4;1;Pantocsekiella pseudocomensis;(W. Scheffer) K.T. Kiss et É. Ács in É. Ács, E. Ari, M. Duleba, M. Dressler, S.I. Genkal, É. Jakó, F. Rimet, L. Ector et K.T. Kiss 2016;Cyclotella pseudocomensis;"85; 86"
